Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	Difference (Difference between any and any above 1)	0	0.625	1.25	2.5	5	10	20	40
Dglucy	12	100779057	100896981	+	null					Not found	0	1.1411725	2.3176262	1.6507918	1.8211147	1.3632803	1.7001265	1.5919825	1.1764537	1.1837167
Itpk1	12	102568582	102704930	-	null					Not found	0	2.3270721	4.3762803	5.5376444	5.965982	6.1900916	6.3135056	6.5245147	6.691358	6.7033525
Clmn	12	104763117	104865076	-	null					Not found	0	1.0649824	2.744587	3.1183412	2.747558	2.53188	2.0533588	2.2597454	2.2411592	2.204376
Tunar	12	105333870	105383932	+	null					Not found	0	1.1099257	1.2995547	0.6997014	0.6886644	0.7112037	0.61382675	0.53612936	0.18962899	0.3901675
Evl	12	108554720	108688516	+	null					Not found	0	1.1341765	4.205637	3.8107328	3.5143976	3.305504	3.0714605	3.236569	3.3360472	3.396166
Meg3	12	109541001	109571726	+	null					Not found	0	1.022871	5.33769	5.9023805	6.0152087	6.23558	6.209455	6.334644	6.284786	6.360561
Rian	12	109603808	109661716	+	null					Not found	0	1.07724	5.669766	6.2579694	6.4753942	6.661466	6.729779	6.7288117	6.747006	6.7462525
Mirg	12	109729764	109749460	+	null					Not found	0	1.4034088	1.28738	1.9466163	2.431168	2.6342418	2.6907887	2.63693	2.5731761	2.6829493
Mok	12	110807798	110840939	-	null					Not found	0	1.2606578	4.6912947	4.266922	4.101967	3.914059	3.814171	3.5759141	3.430637	3.4691188
Ppp1r13b	12	111828457	111908110	-	null					Not found	0	1.0126078	2.6044092	2.3412476	1.9655045	2.0882733	1.9708967	1.9175584	1.7481192	1.5918014
Ahnak2	12	112772194	112802657	-	null					Not found	0	1.7496648	2.7927542	2.3288636	1.8870779	1.7390379	1.1654693	1.0430894	1.1361896	1.4140143
Rapgef5	12	117516479	117759737	+	null					Not found	0	1.6270603	1.6044093	2.4932506	2.598019	2.8622696	2.9514792	3.1179247	2.9932318	3.2314696
Sp8	12	118846329	118852576	+	null					Not found	0	2.3306599	1.262718	1.0100416	0.38054207	-9.940581E-4	-0.6691072	-1.0679419	-0.3822774	-0.12440568
Pfkp	13	6579768	6648777	-	null					Not found	0	1.1579866	6.1030073	6.4506655	6.670634	6.938022	7.089116	7.1222777	7.260994	7.2065115
Serpinb1a	13	32842092	32851185	-	null					Not found	0	1.2070105	2.3589332	1.7837657	1.7608141	1.5212326	1.1519227	1.4878742	1.2662503	1.4605569
Serpinb9b	13	33027416	33041884	+	null					Not found	0	1.2659595	2.0340934	2.150363	2.5930867	2.9038486	2.9475641	3.1242523	3.300053	3.258064
Serpinb6c	13	33879816	33905708	-	null					Not found	0	1.2968626	2.4600194	2.191982	2.0614734	1.6143421	1.3781985	1.253986	1.1631567	1.3901675
Dsp	13	38151294	38198577	+	null					Not found	0	1.382298	5.0313587	4.5623183	4.082742	4.023733	3.736885	3.680519	3.6490607	3.6780336
Sycp2l	13	41114307	41174351	+	null					Not found	0	1.6745396	1.574662	1.0707955	0.79557955	0.57370013	0.09642755	0.1950925	-0.09987761	-0.09045827
Jarid2	13	44729474	44921643	+	null					Not found	0	1.1880636	6.5468435	6.9083743	7.1662664	7.397886	7.5911064	7.665005	7.6542673	7.734907
Rbm24	13	46418434	46431095	+	null					Not found	0	4.21148	1.4271047	0.025471633	-0.5092751	-1.0320209	-1.7686429	-2.2523665	-2.7843757	-0.9931612
Cap2	13	46501848	46650281	+	null					Not found	0	1.1010103	2.3116274	1.6607074	1.2106171	1.5212326	1.5008178	1.332596	1.3969539	1.328767
Rnf144b	13	47122656	47247991	+	null					Not found	0	1.7255398	2.1860967	1.9627358	1.2612432	1.421697	0.7815543	0.780055	0.8176602	0.4605569
Id4	13	48261228	48266026	+	null					Not found	0	1.124037	2.85182	2.2587852	1.9957192	1.9522117	1.727783	1.8427906	1.7569975	1.9508824
Gadd45g	13	51846678	51848468	+	null					Not found	0	2.1566765	1.224916	0.6997014	0.15814954	0.39861348	-0.21844578	-0.8049075	-0.7843757	-0.9317605
Eif4e1b	13	54783998	54788459	+	null					Not found	0	4.1609297	1.7710593	0.49325055	-0.73875684	-0.6486923	-1.2540697	-2.3898702	-1.4218057	-1.6098324
Tspan17	13	54789377	54796776	+	null					Not found	0	1.6335557	4.2201204	3.5767913	3.264349	3.0990531	2.8163197	2.8427906	2.8261218	2.5865648
Fgfr4	13	55152640	55168759	+	null					Not found	0	1.8880551	-0.3098609	0.49325055	-0.042149063	0.81945646	0.7815543	1.0695616	1.5781943	1.4021401
Tgfbi	13	56609523	56639562	+	null					Not found	0	1.3738062	3.2407875	2.8415701	2.5222032	2.345284	2.2819834	2.1210918	2.008182	1.8669813
Zfp459	13	67405709	67421418	-	null					Not found	0	1.7732003	3.3146298	3.821822	4.2393126	4.63671	4.752677	4.9981475	5.036715	5.08783
Irx2	13	72628820	72634198	+	null					Not found	0	1.2618934	1.9361184	2.078213	1.6700485	1.6342417	0.8163196	1.2070651	1.4416922	1.3780947
Ftl1-ps1	13	74399694	74407346	+	null					Not found	0	1.8647959	3.1795242	2.9865825	4.8513784	3.7344358	3.7504318	3.7720177	3.798438	3.8947878
Glrx	13	75839868	75850154	+	null					Not found	0	1.0447545	3.5994937	3.0216296	2.9462938	2.8664818	2.8248816	2.7517264	2.8880496	2.5547392
Bhmt	13	93616675	93637961	-	null					Not found	0	1.5871648	2.5896122	1.8717622	1.4144894	1.421697	1.0533588	1.0024475	1.1764537	1.0831897
Bhmt2	13	93655720	93674302	-	null					Not found	0	1.5029614	1.4815525	1.0707955	0.40326214	0.61434203	-0.02140893	0.49765524	0.13618962	0.4374732
F2rl1	13	95511732	95525227	-	null					Not found	0	1.0397005	4.3116274	4.3792753	4.685192	4.8945975	5.168836	5.2270465	5.2427406	5.351328
Sv2c	13	95954594	96132577	-	null					Not found	0	1.4273033	1.2120918	1.2390671	0.82952684	0.67323583	0.4240022	-0.18823619	0.43063706	0.4605569
Enc1	13	97241105	97253034	+	null					Not found	0	1.1800642	5.392001	5.7205887	5.9253535	6.165089	6.373829	6.4210234	6.467952	6.5720654
Elovl7	13	108214404	108285683	+	null					Not found	0	1.0649022	2.353104	2.1362185	1.3919468	1.7573001	1.5532852	1.2882019	1.4635518	1.4140143
Ccno	13	112987802	112990777	+	null					Not found	0	1.4808874	1.2120918	0.9786774	0.812653	0.3751544	0.40128213	-0.219945	-0.037141845	-0.26879555
Fst	13	114452290	114458951	-	null					Not found	0	1.7607825	-0.071701124	0.6997014	1.2487522	0.8019691	1.205362	1.6890813	1.278634	1.4021401
Itga1	13	114953096	115101964	-	null					Not found	0	3.5524256	-0.8403756	0.47088274	1.380542	1.6635855	2.3781984	2.5502968	2.71205	2.638095
Gng2	14	19872559	19977627	-	null					Not found	0	1.297121	2.9707909	3.5234509	3.6677048	3.9160924	4.108751	4.147737	4.061114	4.267912
Zmiz1	14	25459185	25666743	+	null					Not found	0	1.1895347	5.404032	5.2423725	4.756409	4.5305533	4.223284	4.2144976	4.3478484	4.385652
Cdhr1	14	37077857	37098347	-	null					Not found	0	2.5875854	3.2407875	2.4075205	1.8211147	1.7753339	1.2313572	0.9320581	0.8512128	0.653202
Sh2d4b	14	40813789	40893266	-	null					Not found	0	1.5207168	1.5132614	2.2522426	2.6175814	2.784267	2.9553835	2.8504443	3.0339782	2.9220688
Ptger2	14	44988195	45003820	+	null					Not found	0	6.992217	-5.595263	-2.7217624	-1.2044204	0.27730712	0.6719297	1.0955569	1.3969539	1.3161671
Bmp4	14	46383520	46390669	-	null					Not found	0	4.0095067	1.0912374	2.4765074	3.4585447	4.242079	4.657622	4.99124	4.987585	5.1007442
Pnp	14	50931082	50965237	+	null					Not found	0	1.615191	4.085975	4.5937104	5.045314	5.2051373	5.5338326	5.6485004	5.701166	5.6835628
Gm49342	14	50944517	50963136	+	null					Not found	0	1.6538975	3.2502267	3.8151784	4.2456126	4.4302588	4.7254987	4.864686	4.9041243	4.883089
Pnp2	14	50955992	50964749	+	null					Not found	0	1.926537	-0.6883725	-0.1028525	0.2859052	0.51050633	0.49009138	0.98864156	1.0521253	1.2381645
Tmem253	14	52015658	52019794	+	null					Not found	0	1.0310984	1.0340935	0.6408077	1.2980798	0.9038487	1.218418	1.6719061	1.3507838	1.0831897
Slc7a7	14	54369442	54417780	-	null					Not found	0	3.8618817	1.4815525	2.9344072	3.860643	4.5252347	5.0042605	5.2085547	5.3434343	5.305051
Jph4	14	55106826	55116935	-	null					Not found	0	1.8245621	-0.6883725	0.82843477	0.5117865	0.8367345	0.96316105	1.1083809	1.1361896	0.95901036
Rec8	14	55618037	55625395	+	null					Not found	0	1.1971288	3.6166253	3.2652986	2.7386525	2.7344358	2.5737493	2.6501458	2.4194965	2.5056448
Nfatc4	14	55823144	55833943	+	null					Not found	0	1.3751569	3.2407875	3.0100417	2.6224306	2.264596	2.2377834	1.8656306	2.1698205	2.3841438
Nynrin	14	55854010	55874736	+	null					Not found	0	1.0509372	5.5821567	5.4467306	5.005033	4.9980464	4.5312195	4.6168766	4.733575	4.6494403
Gm49361	14	57642077	57746103	-	null					Not found	0	1.4027035	0.7266651	1.5689148	1.9031079	1.5941643	2.0606267	1.8580574	2.1293685	2.0146585
Spata13	14	60634001	60764556	+	null					Not found	0	1.0801599	3.2023985	3.767799	3.9110568	4.0085664	4.1069965	4.170845	4.225253	4.2825584
Zfp395	14	65358389	65398930	+	null					Not found	0	1.017734	3.518479	3.7860322	3.2202458	3.1274116	2.7682981	2.7720175	3.004459	3.137913
Nefm	14	68082590	68124846	-	null					Not found	0	2.512636	0.95932573	1.6900513	2.151455	2.5839684	2.8834338	3.1860473	3.2156243	3.4719617
9930012K11Rik	14	70154405	70159502	-	null					Not found	0	2.741505	-1.2029456	0.143308	0.42562994	0.8367345	1.3665167	1.417485	1.3969539	1.5385593
Slc39a14	14	70303469	70351425	-	null					Not found	0	4.4519987	1.5646083	4.123728	4.809467	5.459832	5.744239	5.8389487	5.878928	6.016607
Piwil2	14	70372477	70429383	-	null					Not found	0	1.3846432	0.18609671	0.8632002	1.1581496	1.466785	1.5532852	1.3542911	1.4743584	1.5707399
Bmp1	14	70474558	70520234	-	null					Not found	0	2.1032019	-0.73728204	0.11473888	0.59308666	1.0737736	0.9938578	1.3650174	1.3390067	1.36592
Hr	14	70552212	70573548	+	null					Not found	0	1.1879568	1.1860967	1.8196108	1.9031079	1.9990059	1.907818	2.0296688	2.3740535	2.2711794
Dok2	14	70766036	70778495	+	null					Not found	0	1.1043329	0.6526645	0.756285	0.97311765	1.5318799	1.4240023	1.5736041	1.7569975	1.6532019
Lpar6	14	73237895	73243294	+	null					Not found	0	1.1580603	2.6335557	2.9220939	3.0614734	3.2323196	3.409844	3.697593	3.761416	3.791616
4930444M15Rik	14	76514558	76520855	-	null					Not found	0	2.2710128	-0.8403756	-0.28118977	0.5325451	0.9038487	1.218418	1.1708448	1.4306371	1.2906319
E130202H07Rik	14	76526592	76530746	+	null					Not found	0	1.07489	0.6335556	0.25224242	0.91105676	0.8019691	0.9785911	1.2307163	1.3271325	1.0378658
Lacc1	14	77024200	77036904	-	null					Not found	0	1.1364266	0.2376269	0.3037728	1.0179719	0.9679791	1.1519227	1.2882019	1.3740535	1.224744
Enox1	14	77156763	77721760	+	null					Not found	0	3.3088596	2.28738	4.30219	5.0809817	5.332399	5.556502	5.50616	5.5962396	5.5432973
Spry2	14	105891947	105896819	-	null					Not found	0	1.367682	4.216914	4.512542	4.8850617	5.074684	5.157017	5.3980327	5.522662	5.584596
Sox21	14	118233232	118237030	-	null					Not found	0	1.0874104	3.2596054	2.8151786	2.3919468	2.3927844	2.172195	2.2307162	2.2662504	2.4889014
Slc1a3	15	8634124	8710764	-	null					Not found	0	1.2517326	1.0194468	1.7282705	1.9346435	1.8194566	2.172195	2.1210918	1.9318312	2.2711794
Npr3	15	11839896	11907287	-	null					Not found	0	1.68316	3.2812538	2.7928107	2.5376885	2.2192042	2.001431	1.7558073	1.5980939	1.9262204
Dap	15	31224314	31274341	+	null					Not found	0	1.0485562	1.5442883	1.40162	1.2859051	1.3147818	0.7990416	0.81176376	0.49573207	0.75006354
Ankrd33b	15	31291478	31367726	-	null					Not found	0	3.2637546	0.5945615	1.9546986	2.304129	2.883209	3.2881882	3.4404867	3.5781944	3.8583162
Ext1	15	53064038	53346159	-	null					Not found	0	1.2659101	3.824697	4.336616	4.7519903	4.945259	5.083106	4.977326	5.024818	5.090607
Trib1	15	59648350	59657099	+	null					Not found	0	1.4735316	1.6715235	2.1573834	2.1846216	2.5371742	2.7903244	2.8312335	2.7745914	3.145055
Myc	15	61985391	61990374	+	null					Not found	0	3.2709198	0.81412786	1.8802738	2.3101528	3.0737736	3.406996	3.6954696	3.9239693	4.0850477
Pvt1	15	62037986	62378096	+	null					Not found	0	1.5122591	1.4921998	2.3226318	2.6127155	2.8790452	2.9514792	2.981689	3.004459	2.9549522
Dennd3	15	73512560	73572242	+	null					Not found	0	1.7325442	-0.5078002	-0.39983425	0.5325451	-9.940581E-4	0.93179685	0.7959965	1.0947697	1.224744
Gsdmd	15	75862327	75867408	+	null					Not found	0	1.4182914	1.3934215	1.1433079	1.0614736	0.72981936	0.72778296	0.81176376	0.55801636	-0.024869943
Eppk1	15	76101481	76120195	-	null					Not found	0	1.0410451	0.6335556	1.2522424	0.82952684	0.5941642	0.70940447	0.437949	0.5375523	0.21119733
Parp10	15	76231174	76243441	-	null					Not found	0	1.3712124	1.6621248	1.3412474	0.95785093	1.1993047	0.69078875	0.49765524	0.29091236	0.48327687
Apol6	15	77044729	77057106	+	null					Not found	0	3.0019186	-0.73728204	0.8971475	1.4256299	1.7753339	2.0822136	2.2130144	2.2537594	2.2646365
Tst	15	78399556	78405907	-	null					Not found	0	1.0028603	3.0413616	3.3657005	3.545369	3.775334	4.044222	3.9903746	3.9969838	3.915819
Maff	15	79346621	79359076	+	null					Not found	0	2.1823192	0.35893324	-0.44165438	0.26124316	0.27730712	0.6719297	1.2307163	1.0806946	1.7406648
Pdgfb	15	79995874	80014977	-	null					Not found	0	1.0695441	1.4708263	0.94661623	0.812653	0.81945646	0.40128213	0.8427907	0.83453405	0.5707398
Tnfrsf13c	15	82221743	82224369	-	null					Not found	0	1.1644123	1.9125315	1.6307541	1.4032621	1.251772	1.2568922	1.0955569	0.7481192	1.0068388
Naga	15	82329532	82338925	-	null					Not found	0	1.0171518	3.539163	3.2357545	2.9462938	2.8281214	2.8120196	2.6457539	2.5220113	2.5385594
A4galt	15	83226722	83251774	-	null					Not found	0	1.749851	5.2161117	4.6766763	4.3413715	4.100842	3.739152	3.585118	3.4662607	3.4832768
Sult4a1	15	84076097	84105754	-	null					Not found	0	1.6459997	3.0009267	3.6778972	3.959768	4.2977266	4.4310293	4.5689726	4.5943832	4.6469264
Arhgap8	15	84720052	84772207	+	null					Not found	0	1.8078033	1.3354744	1.0855926	0.7431122	0.7112037	-0.02140893	0.24239813	0.24115923	-0.4723289
Gramd4	15	86057695	86137634	+	null					Not found	0	1.1156831	1.7884412	2.2587852	2.2170434	2.3632803	2.7001266	2.6501458	2.9041243	2.7961597
Shank3	15	89499623	89560261	+	null					Not found	0	1.0894833	2.0267887	2.5794072	2.568169	2.609324	2.618759	2.5455897	2.9120948	3.116272
Kif21a	15	90933276	91049948	-	null					Not found	0	1.1273988	2.1795242	1.8545871	1.6127154	1.5318799	1.3066453	1.1461829	1.0521253	1.3780947
Pdzrn4	15	92396881	92771819	+	null					Not found	0	2.5878408	1.3354744	0.6001657	-0.07317595	-0.34612948	-0.5759978	-1.2523664	-0.6375344	-0.6587421
Prickle1	15	93499114	93595891	-	null					Not found	0	1.0058615	0.9896994	1.2910618	1.2859051	1.5941643	1.8502669	1.995561	1.9628581	1.8320051
Tmem117	15	94629232	95096098	+	null					Not found	0	1.5995321	1.8641686	1.5794071	1.2736269	0.8019691	1.0089647	0.6805193	0.69367146	0.26463658
Rapgef3	15	97744770	97767972	-	null					Not found	0	2.2619765	0.9745925	1.7470071	2.1106212	2.6489882	2.9238482	3.236569	3.1259456	3.1975224
Adcy6	15	98589973	98610076	-	null					Not found	0	1.2710446	1.7085178	1.5689148	1.1976781	1.3147818	0.6719297	0.9320581	0.8512128	0.4374732
Kcnh3	15	99224861	99242817	+	null					Not found	0	1.6271744	3.824697	3.4016201	2.942421	2.853808	2.451908	2.3271208	2.3740535	2.1975226
Letmd1	15	100469023	100479164	+	null					Not found	0	1.6272769	3.7970543	3.4016201	2.9307392	2.853808	2.5377443	2.3325958	2.5426955	2.1697774
Fignl2	15	101050194	101078567	-	null					Not found	0	1.035996	1.9361184	1.3412474	1.2612432	1.5318799	1.0533588	1.0296689	0.90012234	1.328767
Grasp	15	101224188	101232756	+	null					Not found	0	1.1593528	5.0691843	4.652035	4.433929	4.2436986	3.9098315	4.024604	4.0321507	4.000946
Tns2	15	102100413	102116401	+	null					Not found	0	1.056354	0.53401995	0.6997014	0.5117865	1.0443299	1.0387121	1.0161223	1.5681405	1.5600927
Hoxc13	15	102921103	102928814	+	null					Not found	0	1.0727732	1.7356539	1.7655035	1.4144894	1.2257768	0.96316105	1.0563861	1.0947697	0.6927303
Zfp385a	15	103313895	103340093	-	null					Not found	0	1.011338	4.130955	4.291062	3.784805	3.6587362	3.345843	3.279724	3.4930778	3.522196
Pde1b	15	103503034	103530052	+	null					Not found	0	1.4078938	3.0449817	2.3535259	2.1648133	2.1379042	1.9785911	1.7720176	1.637088	1.6532019
Cebpd	16	15887286	15891031	+	null					Not found	0	2.6501045	-0.73728204	-1.3591923	-0.5092751	-0.2336548	0.6719297	0.55498844	1.2909124	1.0378658
Gm49573	16	17233601	17276718	+	null					Not found	0	1.1082244	2.0557885	1.7928108	1.6793865	1.1858842	0.9475642	0.97470236	1.0229791	1.2381645
Tmem191c	16	17276077	17283229	+	null					Not found	0	1.6505468	4.550669	4.1219344	3.6955838	3.5839684	3.1451013	2.9921052	2.9001224	3.0644774
2510009E07Rik	16	21649045	21694665	-	null					Not found	0	1.5436687	3.4243276	2.942558	2.6464362	2.4044192	2.023915	1.8806589	2.1631567	1.9590104
Liph	16	21953817	21995663	-	null					Not found	0	1.543461	1.5442883	2.0407383	2.380542	3.010471	2.8875265	3.0430892	3.0877492	3.0455194
Mb21d2	16	28826176	28929673	-	null					Not found	0	1.5819852	3.2153084	3.8717623	4.314654	4.5878	4.696632	4.772018	4.752565	4.7972937
Lrrc15	16	30269302	30283256	-	null					Not found	0	1.9082508	3.9243731	3.4337788	2.8211145	3.1168425	2.7638521	2.0161223	2.1764536	2.1486127
Sema5b	16	35541145	35664732	+	null					Not found	0	1.6376606	1.3705212	2.078213	2.4256299	2.466785	2.44637	2.6191187	3.0081818	2.840829
Zdhhc23	16	43965033	43979791	-	null					Not found	0	1.1002942	2.4545853	2.2587852	1.8041415	1.853808	1.6431707	1.3542911	1.923969	1.6829493
Btla	16	45224315	45257670	+	null					Not found	0	4.1528873	-1.8948233	-0.48472318	0.79557955	1.3147818	1.44637	1.9320581	2.0806947	2.258064
Phldb2	16	45746243	45953598	-	null					Not found	0	1.9231825	2.6855078	3.8151784	4.1226506	4.3132396	4.5180798	4.479261	4.596858	4.6086903
Dppa4	16	48283733	48294237	+	null					Not found	0	1.6223936	4.8435287	5.5159597	5.9322042	6.110197	6.2616305	6.361674	6.4659224	6.40549
Bbx	16	50191844	50432390	-	null					Not found	0	1.267096	3.4545856	3.966738	4.290483	4.3602962	4.6138268	4.5643263	4.6668353	4.7216816
Crybg3	16	59490775	59600979	-	null					Not found	0	1.9101169	2.4815524	2.8802738	3.1002297	3.4102013	3.8607137	4.0987735	4.1714816	4.3916693
D16Ertd472e	16	78540338	78576708	-	null					Not found	0	1.0983403	3.0413616	3.0965917	3.6886642	3.8302796	3.982423	4.0161223	4.112173	4.139702
2410003I16Rik	16	94011441	94012236	+	null					Not found	0	1.0634791	1.404737	1.2522424	0.91105676	0.8367345	1.023915	0.87316436	0.7658213	0.34125793
T	17	8434423	8442496	+	null					Not found	0	2.0993807	2.9669793	3.9486408	4.137972	4.055442	4.4197693	4.7060547	4.987585	5.06636
Thbs2	17	14665500	14694235	-	null					Not found	0	2.9672637	2.404737	1.3412474	0.8951152	0.5941642	0.23135714	-0.2523665	-0.3438032	-0.56252676
Zfp52	17	21535539	21562601	+	null					Not found	0	1.0432005	0.7622889	0.3535258	0.9882246	0.9362702	1.294367	1.3967263	1.0947697	1.1837167
Abca3	17	24351950	24410201	+	null					Not found	0	1.1976981	3.2407875	2.7376692	2.4693513	2.4102015	2.31882	2.0430894	2.1293685	2.0455194
Caskin1	17	24488601	24508671	+	null					Not found	0	2.6878226	2.703945	1.8887353	1.4032621	0.67323583	0.038712062	0.016122384	0.080694586	0.5493661
Arhgdig	17	26199183	26207786	-	null					Not found	0	1.1160867	1.4708263	1.0407383	0.86269367	0.39861348	0.35473958	0.6975928	0.8840027	0.84082896
Rgs11	17	26202951	26211324	+	null					Not found	0	1.6554307	1.3116275	0.93031436	0.4476562	0.1448569	0.30664524	0.26548186	-0.3438032	0.0068388213
Grm4	17	27422387	27521403	-	null					Not found	0	1.4854033	2.353104	1.7092874	1.2612432	1.2899071	1.1654693	0.97470236	0.8677009	1.2111974
AI413582	17	27563573	27565756	-	null					Not found	0	1.1630776	1.3820168	1.0100416	1.1714463	0.67323583	0.70940447	0.2189392	0.57819426	0.5707398
Tcp11	17	28066745	28080639	-	null					Not found	0	1.5758276	3.4103615	2.7609017	2.4200704	2.123897	1.9785911	2.0296688	1.8345339	1.9590104
Scube3	17	28142141	28174854	+	null					Not found	0	1.6201861	4.686667	4.4294357	3.8084035	3.6042886	3.148516	3.0891018	3.0664809	3.0979867
Trp53cor1	17	29057430	29079179	-	null					Not found	0	1.1156324	1.4815525	1.4250791	1.0471183	0.9990059	0.6719297	0.87316436	0.7301974	0.36592004
Cdkn1a	17	29090976	29100727	+	null					Not found	0	1.1547484	6.541728	6.273399	5.962161	5.710032	5.494123	5.5596647	5.3869796	5.44545
Abcg1	17	31057675	31117988	+	null					Not found	0	1.2013993	3.1795242	2.850261	2.756409	2.3927844	2.2377834	2.4226282	1.9781249	2.2776928
Pde9a	17	31386210	31476310	+	null					Not found	0	1.8817616	0.18609671	1.2123498	1.3101528	1.853808	2.0678582	1.8427906	2.059321	1.7961597
Notch3	17	32120820	32166852	-	null					Not found	0	1.0408785	4.554484	4.7574406	4.1071653	4.127412	3.7526772	3.716562	4.01004	3.9262204
Ly6g6e	17	35076902	35078804	+	null					Not found	0	1.066857	2.1189823	1.8802738	1.6606499	1.6828219	1.3428655	1.0563861	1.0521253	1.0682396
Tcf19	17	35512734	35516824	-	null					Not found	0	1.046702	2.443656	2.1290941	2.0326188	1.9120226	1.5220343	1.7060543	1.3969539	1.6631861
Pla2g7	17	43568098	43612201	+	null					Not found	0	4.9757805	-3.2733352	-3.2071893	-0.42681292	0.22577685	1.1382477	1.5170206	1.5781943	1.7024454
Slc29a1	17	45585200	45599606	-	null					Not found	0	1.7872691	6.0199065	6.5767913	7.0054975	7.21136	7.4912686	7.680251	7.7911634	7.8071756
Mymx	17	45600971	45602102	-	null					Not found	0	1.5121777	3.3647387	3.6876285	4.209006	4.47784	4.657622	4.8769164	4.8481	4.8153133
Mdfi	17	47815328	47834691	-	null					Not found	0	1.6512306	-0.10340992	0.3037728	0.6127154	0.88736063	0.9938578	1.1210918	1.5478207	1.4374732
Apobec2	17	48419231	48432930	-	null					Not found	0	1.3588653	2.0120673	1.5476984	1.2612432	1.2773072	0.8669457	1.0955569	0.7658213	0.653202
Catsperd	17	56628143	56664456	+	null					Not found	0	1.5872898	1.9361184	2.0929346	1.7070428	1.3023981	1.4012821	0.82736063	1.0664808	0.5056448
Nlrc4	17	74425438	74459142	-	null					Not found	0	4.7449994	-2.0103006	-0.88526106	0.38054207	1.6923447	2.31882	2.6101298	2.7346988	2.6228282
Cyp1b1	17	79701537	79715061	-	null					Not found	0	2.863769	1.5442883	-0.17156528	0.6886644	-0.1980309	-0.53160363	-1.3194807	-0.83684325	-0.7093681
Morn2	17	80290203	80297476	+	null					Not found	0	1.0658334	1.0629485	0.19880322	0.79557955	0.32706013	0.44637004	0.8881147	0.97812486	1.2646366
Zfp36l2	17	84183931	84187947	-	null					Not found	0	1.034261	3.89659	4.21235	4.433929	4.5305533	4.6383214	4.702887	4.930851	4.9000745
Ttc7	17	87282886	87381769	+	null					Not found	0	1.4004669	2.1662881	2.0331252	1.8462056	1.3147818	0.9785911	1.2307163	0.7658213	0.9910715
Fzd8	18	9212163	9218136	+	null					Not found	0	1.3335137	2.7356539	2.2190757	1.9806908	1.8790452	1.7186229	1.6010847	1.70289	1.4021401
Zfp521	18	13687013	13972787	-	null					Not found	0	1.7997813	1.3705212	1.0100416	0.6886644	-9.940581E-4	0.3308928	0.5170205	-0.006768234	-0.4292602
Mocos	18	24653691	24701575	+	null					Not found	0	2.6174536	1.7445868	0.96273583	0.79557955	0.029379576	0.06785841	-0.5023447	-0.50426793	-0.8728668
Celf4	18	25477632	25754157	-	null					Not found	0	1.139309	1.6526645	2.5636399	2.431168	2.7618299	2.5737493	2.573604	2.7919736	2.638095
Bin1	18	32377230	32435737	+	null					Not found	0	2.2849908	1.2751017	2.2324338	2.3339994	2.752756	3.1069965	3.4097352	3.4054487	3.5600924
Nrep	18	33437019	33464029	-	null					Not found	0	1.2040856	3.3762805	2.7746634	2.5580802	2.466785	2.172195	2.3271208	2.2909122	2.4316442
Epb41l4a	18	33796327	34006966	-	null					Not found	0	1.2516294	4.3877306	5.0051856	5.2178445	5.381055	5.554573	5.5747595	5.595621	5.63936
Wnt8a	18	34542313	34548273	+	null					Not found	0	2.2185452	-0.78790814	0.27823758	0.812653	1.1309178	1.1788898	1.1830198	1.4306371	1.2906319
Egr1	18	34859823	34864984	+	null					Not found	0	3.341518	-0.8403756	-1.2071891	-0.07317595	0.1448569	0.76385224	1.7144665	1.4957321	2.1343288
Pcdh1	18	38185914	38212053	-	null					Not found	0	3.0788205	-1.7879081	-0.48472318	0.10370176	0.3751544	0.57374936	1.1950924	1.2909124	1.2514614
Spry4	18	38586247	38601415	-	null					Not found	0	9.749195	-4.0103	1.1988032	2.9844627	4.174038	4.740284	5.230716	5.539483	5.7388954
Mcc	18	44425060	44812182	-	null					Not found	0	1.4315872	3.460019	4.181689	4.33104	4.447232	4.47657	4.5896983	4.669189	4.8916063
Trim36	18	46165300	46212607	-	null					Not found	0	1.7802076	1.4159641	2.1362185	2.29808	2.4500415	2.6671762	2.784057	3.1961718	3.1126335
Cdo1	18	46713193	46728395	-	null					Not found	0	1.333736	4.635958	4.24896	3.8749373	3.6708293	3.3840044	3.3022223	3.3478484	3.3720202
Smim3	18	60474191	60501987	-	null					Not found	0	1.4537516	1.0629485	1.5152769	1.5117865	1.7298194	1.9938579	2.3271208	2.4471881	2.5167
Camk2a	18	60925618	60988152	+	null					Not found	0	1.2346594	1.855948	2.359626	2.5012941	2.8873606	2.846067	2.9676821	2.81766	3.0906074
Ppargc1b	18	61298136	61400431	-	null					Not found	0	1.1362555	1.0194468	1.4133972	1.7783016	1.7205416	1.6528208	1.5361292	1.8345339	2.1557024
Afap1l1	18	61730261	61786702	-	null					Not found	0	1.0429162	0.7622889	1.6408077	1.3919468	1.2773072	1.4352294	1.3650174	1.5478207	1.8052051
Zfp532	18	65579912	65689443	+	null					Not found	0	1.9305491	4.6056356	5.1459575	5.609055	5.9767733	6.2985992	6.4540505	6.4645686	6.536185
AC132307.5	18	65619660	65624926	-	null					Not found	0	3.0296302	-1.6883724	-0.3591923	0.0756874	0.27730712	0.9475642	0.7476335	0.7301974	1.3412579
